"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"PKM00041768","CHHOR, PK","25.517","69.783","6.0","2011-07",,,"719","3,S","2",",S","1",",S","0","1,S","0","1,S","0","3,S","28","3,S","28","3,S","77","1,S,18,","0.23",",,S,26,","108","3,S,17,+","0","S","0","3,S","0.29",",,,S","90.6","3,S","101.0","3,,,S","80.2","1,,,S"
"PKM00041768","CHHOR, PK","25.517","69.783","6.0","2011-08",,,,,"10","4,S","7","4,S",,,,,,,,,,,,,"2.25","4,,S,31,",,,,,,,"5.16","4,,,S",,,,,,
"PKM00041768","CHHOR, PK","25.517","69.783","6.0","2011-09",,,,,"12",",S","11",",S",,,,,"0","3,S","27","3,S","19","3,S",,,"3.31",",,S,08,","98","3,S,03,",,,,,"10.61",",,,S",,,"90.5","3,,,S",,
"PKM00041768","CHHOR, PK","25.517","69.783","6.0","2011-10",,,"500","3,S","0","1,S","0","1,S","0","3,S","0","3,S","0",",S","31",",S","31",",S","60","3,S,31,+","0.00","1,,S,31,+","101",",S,18,",,,"0",",S","0.00","1,,,S","82.9","3,S","96.3",",,,S","69.6","3,,,S"
"PKM00041768","CHHOR, PK","25.517","69.783","6.0","2011-11",,,"351","4,S","0",",S","0",",S","0","3,S","0","3,S","0","1,S","29","1,S","26","1,S","55","3,S,29,","0.00",",,S,30,+","99","1,S,07,+",,,"0","1,S","0.00",",,,S","78.5","4,S","94.0","1,,,S","62.9","3,,,S"
"PKM00041768","CHHOR, PK","25.517","69.783","6.0","2011-12",,,,,"0","1,S","0","1,S",,,,,"0","3,S","28","3,S","3","3,S",,,"0.00","1,,S,31,+","96","3,S,02,",,,,,"0.00","1,,,S",,,"84.4","3,,,S",,
"PKM00041768","CHHOR, PK","25.517","69.783","6.0","2012-01",,,,,"0","5,S","0","5,S",,,,,,,,,,,,,"0.00","5,,S,31,+",,,,,,,"0.00","5,,,S",,,,,,
"PKM00041768","CHHOR, PK","25.517","69.783","6.0","2012-02",,,"24","5,S","0","3,S","0","3,S","0","4,S","0","4,S","0","1,S","28","1,S","1","1,S","37","4,S,16,+","0.00","3,,S,29,+","91","1,S,28,",,,"58","1,S","0.00","3,,,S","63.4","5,S","83.1","1,,,S","43.8","4,,,S"
"PKM00041768","CHHOR, PK","25.517","69.783","6.0","2012-03",,,,,"0","1,S","0","1,S",,,,,"0","4,S","27","4,S","18","4,S",,,"0.00","1,,S,31,+","107","4,S,30,",,,,,"0.00","1,,,S",,,"93.7","4,,,S",,
"PKM00041768","CHHOR, PK","25.517","69.783","6.0","2012-04",,,"590","4,S","0","1,S","0","1,S","0","3,S","0","3,S","0","2,S","28","2,S","28","2,S","56","3,S,19,","0.00","1,,S,30,+","109","2,S,06,",,,"0","2,S","0.00","1,,,S","87.3","4,S","103.6","2,,,S","71.1","3,,,S"
"PKM00041768","CHHOR, PK","25.517","69.783","6.0","2012-05",,,,,"0","2,S","0","2,S",,,,,"0","1,S","30","1,S","30","1,S",,,"0.00","2,,S,31,+","113","1,S,23,",,,,,"0.00","2,,,S",,,"107.4","1,,,S",,
"PKM00041768","CHHOR, PK","25.517","69.783","6.0","2012-06",,,"685","5,S","1",",S","0",",S","0","2,S","0","2,S","0","3,S","27","3,S","27","3,S","75","2,S,07,","0.04",",,S,07,","110","3,S,13,",,,"0","3,S","0.04",",,,S","92.5","5,S","103.6","3,,,S","81.4","2,,,S"
"PKM00041768","CHHOR, PK","25.517","69.783","6.0","2012-07",,,"698","3,S","1",",S","1",",S","0","3,S","0","3,S","0",",S","31",",S","31",",S","77","3,S,28,+","0.91",",,S,11,","108",",S,03,","0","S","0",",S","0.91",",,,S","89.8","3,S","99.7",",,,S","79.8","3,,,S"
"PKM00041768","CHHOR, PK","25.517","69.783","6.0","2012-08",,,"605","5,S","4",",S","4",",S","0","4,S","0","4,S","0","1,S","30","1,S","30","1,S","77","4,S,31,+","0.38",",,S,30,+","103","1,S,28,","0","S","0","1,S","1.11",",,,S","88.4","5,S","97.7","1,,,S","79.1","4,,,S"
"PKM00041768","CHHOR, PK","25.517","69.783","6.0","2012-09",,,"519","5,S","5","2,S","5","2,S","0","5,S","0","5,S","0","2,S","28","2,S","23","2,S","74","5,S,29,+","2.66","2,,S,09,","104","2,S,02,","0","S","0","2,S","6.67","2,,,S","85.8","5,S","94.1","2,,,S","77.4","5,,,S"
"PKM00041768","CHHOR, PK","25.517","69.783","6.0","2012-10",,,"514","2,S","0","1,S","0","1,S","0","2,S","0","2,S","0",",S","31",",S","31",",S","58","2,S,30,+","0.00","1,,S,31,+","105",",S,02,","0","S","0",",S","0.00","1,,,S","82.8","2,S","98.4",",,,S","67.1","2,,,S"
"PKM00041768","CHHOR, PK","25.517","69.783","6.0","2012-11",,,,,"0",",S","0",",S","0","4,S","0","4,S","0","2,S","28","2,S","20","2,S","46","4,S,30,","0.00",",,S,30,+","99","2,S,01,",,,,,"0.00",",,,S","73.8","6,S","92.2","2,,,S","55.4","4,,,S"
"PKM00041768","CHHOR, PK","25.517","69.783","6.0","2012-12",,,,,"0","3,S","0","3,S",,,,,"0","3,S","28","3,S","1","3,S",,,"0.00","3,,S,31,+","92","3,S,06,",,,,,"0.00","3,,,S",,,"83.1","3,,,S",,
"PKM00041768","CHHOR, PK","25.517","69.783","6.0","2013-01","20","S","20","4,S","0","1,S","0","1,S","0","4,S","0","4,S","0","1,S","29","1,S","1","1,S","37","4,S,06,","0.00","1,,S,31,+","90","1,S,31,",,,"87","1,S","0.00","1,,,S","62.4","4,S","81.0","1,,,S","43.8","4,,,S"
"PKM00041768","CHHOR, PK","25.517","69.783","6.0","2013-02","118","S","97","2,S","2",",S","1",",S","0","2,S","0","2,S","0",",S","28",",S","3",",S","43","2,S,10,+","0.87",",,S,23,","92",",S,12,",,,"17",",S","0.95",",,,S","68.1","2,S","84.4",",,,S","51.8","2,,,S"
"PKM00041768","CHHOR, PK","25.517","69.783","6.0","2013-03","497","S","379","4,S","0","2,S","0","2,S","0","2,S","0","2,S","0","3,S","28","3,S","26","3,S","50","2,S,03,","0.00","2,,S,31,+","104","3,S,08,",,,"0","3,S","0.00","2,,,S","79.0","4,S","97.0","3,,,S","61.1","2,,,S"
"PKM00041768","CHHOR, PK","25.517","69.783","6.0","2013-04",,,,,"1",",S","1",",S","0","1,S","0","1,S",,,,,,,"64","1,S,01,","0.59",",,S,20,",,,,,,,"0.59",",,,S",,,,,"70.6","1,,,S"
"PKM00041768","CHHOR, PK","25.517","69.783","6.0","2022-05",,,,,,,,,,,,,"0","4,S","27","4,S","27","4,S",,,,,"117","4,S,13,",,,,,,,,,"108.6","4,,,S",,
"PKM00041768","CHHOR, PK","25.517","69.783","6.0","2022-06",,,,,,,,,,,,,"0","4,S","26","4,S","26","4,S",,,,,"113","4,S,26,",,,,,,,,,"106.2","4,,,S",,
"PKM00041768","CHHOR, PK","25.517","69.783","6.0","2022-07",,,,,,,,,,,,,"0","3,S","28","3,S","26","3,S",,,,,"104","3,S,05,",,,,,,,,,"95.2","3,,,S",,
"PKM00041768","CHHOR, PK","25.517","69.783","6.0","2022-08",,,,,,,,,,,,,"0","3,S","28","3,S","18","3,S",,,,,"104","3,S,10,",,,,,,,,,"92.3","3,,,S",,
"PKM00041768","CHHOR, PK","25.517","69.783","6.0","2022-09",,,,,,,,,,,,,"0","1,S","29","1,S","28","1,S",,,,,"105","1,S,09,",,,,,,,,,"94.9","1,,,S",,
"PKM00041768","CHHOR, PK","25.517","69.783","6.0","2022-10",,,,,,,,,,,,,"0","5,S","26","5,S","26","5,S",,,,,"102","5,S,16,+",,,,,,,,,"98.1","5,,,S",,
"PKM00041768","CHHOR, PK","25.517","69.783","6.0","2022-12",,,,,,,,,,,,,"0","5,S","26","5,S","1","5,S",,,,,"92","5,S,01,",,,,,,,,,"85.2","5,,,S",,
"PKM00041768","CHHOR, PK","25.517","69.783","6.0","2023-01","3",,"3","5,S","0","5,S","0","5,S","0","5,S","0","5,S","0",",S","31",",S","0",",S","34","5,S,17,","0.00","5,,S,31,+","86",",S,10,",,,"126",",S","0.00","5,,,S","60.0","5,S","79.4",",,,S","40.6","5,,,S"
"PKM00041768","CHHOR, PK","25.517","69.783","6.0","2023-02","178",,"175","5,S","0","5,S","0","5,S","0","5,S","0","5,S","0",",S","28",",S","17",",S","41","5,S,02,","0.00","5,,S,28,+","99",",S,27,",,,"3",",S","0.00","5,,,S","72.5","5,S","91.8",",,,S","53.1","5,,,S"
"PKM00041768","CHHOR, PK","25.517","69.783","6.0","2023-03",,,,,"0","4,S","0","4,S","0","4,S","0","4,S","0","2,S","29","2,S","28","2,S","58","4,S,01,","0.00","4,,S,31,+","102","2,S,13,",,,,,"0.00","4,,,S","80.0","6,S","96.0","2,,,S","64.0","4,,,S"
"PKM00041768","CHHOR, PK","25.517","69.783","6.0","2023-04",,,"532","4,S","1","3,S","0","3,S","0","4,S","0","4,S","0",",S","30",",S","30",",S","65","4,S,06,+","0.04","3,,S,29,","108",",S,14,",,,"0",",S","0.04","3,,,S","85.6","4,S","101.3",",,,S","69.8","4,,,S"
"PKM00041768","CHHOR, PK","25.517","69.783","6.0","2023-05",,,"714","4,S","3","2,S","1","2,S","0","4,S","0","4,S","0",",S","31",",S","31",",S","69","4,S,01,","0.43","2,,S,30,","114",",S,11,",,,"0",",S","0.49","2,,,S","91.2","4,S","105.7",",,,S","76.6","4,,,S"
"PKM00041768","CHHOR, PK","25.517","69.783","6.0","2023-06",,,,,"3","5,S","2","5,S",,,,,,,,,,,,,"2.68","5,,S,28,",,,,,,,"3.69","5,,,S",,,,,,
"PKM00041768","CHHOR, PK","25.517","69.783","6.0","2023-07",,,,,"8","2,S","7","2,S","0","3,S","0","3,S","0","4,S","27","4,S","27","4,S","73","3,S,20,","2.24","2,,S,08,","101","4,S,03,",,,,,"7.70","2,,,S","88.5","7,S","97.6","4,,,S","79.4","3,,,S"
"PKM00041768","CHHOR, PK","25.517","69.783","6.0","2023-08",,,"519","5,S","0","2,S","0","2,S","0","2,S","0","2,S","0","3,S","28","3,S","26","3,S","74","2,S,31,","0.00","2,,S,31,+","99","3,S,21,",,,"0","3,S","0.00","2,,,S","84.9","5,S","92.7","3,,,S","77.1","2,,,S"
"PKM00041768","CHHOR, PK","25.517","69.783","6.0","2023-09",,,,,,,,,,,,,"0","2,S","28","2,S","28","2,S",,,,,"107","2,S,07,",,,,,,,,,"98.8","2,,,S",,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2001-05",,,,,,,,,,,,,"0","4,S","27","4,S","27","4,S",,,,,"123","4,S,06,",,,,,,,,,"113.9","4,,,S",,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2002-02",,,,,,,,,,,,,"0","2,S","26","2,S","4","2,S",,,,,"94","2,S,20,",,,,,,,,,"83.0","2,,,S",,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2002-03",,,,,,,,,,,,,"0","4,S","27","4,S","23","4,S",,,,,"111","4,S,30,",,,,,,,,,"98.3","4,,,S",,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2002-05",,,,,,,,,,,,,"0","3,S","28","3,S","28","3,S",,,,,"124","3,S,12,",,,,,,,,,"117.7","3,,,S",,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2002-08",,,,,,,,,,,,,"0","5,S","26","5,S","26","5,S",,,,,"108","5,S,08,+",,,,,,,,,"103.4","5,,,S",,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2002-11",,,,,,,,,,,,,"0","2,S","28","2,S","12","2,S",,,,,"101","2,S,01,",,,,,,,,,"90.2","2,,,S",,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2002-12",,,,,,,,,,,,,"0","3,S","28","3,S","0","3,S",,,,,"86","3,S,18,",,,,,,,,,"80.7","3,,,S",,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2003-02",,,,,,,,,,,,,"0","5,S","23","5,S","3","5,S",,,,,"95","5,S,28,+",,,,,,,,,"83.7","5,,,S",,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2003-03",,,,,,,,,,,,,"0","3,S","28","3,S","25","3,S",,,,,"105","3,S,27,",,,,,,,,,"95.6","3,,,S",,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2003-05",,,,,"0","1,S","0","1,S",,,,,"0","3,S","28","3,S","28","3,S",,,"0.00","1,,S,31,+","119","3,S,20,",,,,,"0.00","1,,,S",,,"112.7","3,,,S",,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2003-06",,,,,"1","2,S","0","2,S",,,,,"0","2,S","28","2,S","28","2,S",,,"0.06","2,,S,19,","123","2,S,04,",,,,,"0.06","2,,,S",,,"114.0","2,,,S",,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2003-07",,,,,,,,,,,,,"0","3,S","28","3,S","26","3,S",,,,,"114","3,S,04,",,,,,,,,,"100.2","3,,,S",,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2003-08",,,,,"1","4,S","0","4,S",,,,,"0","2,S","29","2,S","29","2,S",,,"0.07","4,,S,21,","108","2,S,19,",,,,,"0.07","4,,,S",,,"102.5","2,,,S",,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2003-09",,,,,"0","4,S","0","4,S",,,,,"0","4,S","26","4,S","26","4,S",,,"0.00","4,,S,30,+","105","4,S,11,",,,,,"0.00","4,,,S",,,"102.1","4,,,S",,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2003-10",,,,,"0","5,S","0","5,S",,,,,"0","3,S","28","3,S","28","3,S",,,"0.00","5,,S,31,+","108","3,S,05,",,,,,"0.00","5,,,S",,,"101.5","3,,,S",,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2003-12",,,,,,,,,,,,,"0","2,S","29","2,S","2","2,S",,,,,"93","2,S,07,",,,,,,,,,"79.7","2,,,S",,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2004-01",,,,,,,,,,,,,"0","4,S","23","4,S","1","4,S",,,,,"93","4,S,12,",,,,,,,,,"76.9","4,,,S",,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2004-02",,,,,,,,,,,,,"0","4,S","25","4,S","10","4,S",,,,,"100","4,S,25,",,,,,,,,,"87.5","4,,,S",,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2004-03",,,,,,,,,,,,,"0","4,S","27","4,S","27","4,S",,,,,"112","4,S,21,",,,,,,,,,"102.7","4,,,S",,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2004-05",,,,,,,,,,,,,"0","3,S","28","3,S","28","3,S",,,,,"121","3,S,19,",,,,,,,,,"114.0","3,,,S",,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2004-06",,,,,,,,,,,,,"0","1,S","29","1,S","29","1,S",,,,,"120","1,S,04,",,,,,,,,,"112.3","1,,,S",,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2004-08",,,,,"1","5,S","1","5,S",,,,,,,,,,,,,"1.97","5,,S,21,",,,,,,,"1.97","5,,,S",,,,,,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2004-09",,,,,"0",",S","0",",S",,,,,"0","3,S","27","3,S","27","3,S",,,"0.00",",,S,30,+","109","3,S,08,",,,,,"0.00",",,,S",,,"104.4","3,,,S",,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2004-10",,,,,"1","4,S","1","4,S",,,,,"0","3,S","28","3,S","25","3,S",,,"0.74","4,,S,03,","103","3,S,07,+",,,,,"0.74","4,,,S",,,"96.4","3,,,S",,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2004-11",,,,,"0","3,S","0","3,S","0","5,S","0","5,S","0","3,S","27","3,S","21","3,S","50","5,S,11,+","0.00","3,,S,30,+","97","3,S,10,",,,,,"0.00","3,,,S","72.2","6,S","91.3","3,,,S","53.0","5,,,S"
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2005-01",,,,,,,,,,,,,"0","5,S","22","5,S","0","5,S",,,,,"81","5,S,08,",,,,,,,,,"74.2","5,,,S",,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2005-02",,,,,"0","5,S","0","5,S",,,,,"0","4,S","23","4,S","0","4,S",,,"0.00","5,,S,28,+","85","4,S,24,",,,,,"0.00","5,,,S",,,"78.3","4,,,S",,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2005-03",,,,,"0","3,S","0","3,S",,,,,"0","4,S","27","4,S","20","4,S",,,"0.00","3,,S,31,+","107","4,S,14,",,,,,"0.00","3,,,S",,,"94.3","4,,,S",,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2005-04",,,,,"1","3,S","0","3,S",,,,,"0","4,S","26","4,S","26","4,S",,,"0.02","3,,S,29,","110","4,S,19,+",,,,,"0.02","3,,,S",,,"104.1","4,,,S",,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2005-06",,,,,,,,,,,,,"0","4,S","26","4,S","26","4,S",,,,,"123","4,S,05,+",,,,,,,,,"111.4","4,,,S",,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2005-07",,,,,,,,,,,,,"0","5,S","26","5,S","26","5,S",,,,,"111","5,S,22,",,,,,,,,,"107.5","5,,,S",,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2005-08",,,,,,,,,,,,,"0","1,S","30","1,S","30","1,S",,,,,"108","1,S,06,+",,,,,,,,,"103.6","1,,,S",,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2005-09",,,,,,,,,,,,,"0","3,S","27","3,S","27","3,S",,,,,"110","3,S,06,",,,,,,,,,"102.5","3,,,S",,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2005-10",,,,,,,,,,,,,"0","1,S","30","1,S","30","1,S",,,,,"108","1,S,14,",,,,,,,,,"101.1","1,,,S",,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2005-12",,,,,,,,,,,,,"0","4,S","27","4,S","1","4,S",,,,,"91","4,S,08,",,,,,,,,,"79.0","4,,,S",,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2007-01",,,,,,,,,"0","3,S","0","3,S","0","5,S","24","5,S","0","5,S","34","3,S,06,",,,"83","5,S,31,+",,,,,,,"59.8","7,S","76.5","5,,,S","43.1","3,,,S"
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2007-02",,,,,,,,,"0","4,S","0","4,S","0","3,S","25","3,S","2","3,S","43","4,S,01,",,,"94","3,S,27,",,,,,,,"67.6","6,S","84.3","3,,,S","50.9","4,,,S"
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2007-03",,,"261","2,S",,,,,"0","1,S","0","1,S","0","1,S","29","1,S","18","1,S","50","1,S,08,+",,,"106","1,S,30,",,,"1","1,S",,,"74.0","2,S","91.0","1,,,S","57.1","1,,,S"
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2007-04",,,"596","4,S",,,,,"0","2,S","0","2,S","0","2,S","28","2,S","28","2,S","55","2,S,03,",,,"113","2,S,29,+",,,"0","2,S",,,"88.1","4,S","107.9","2,,,S","68.4","2,,,S"
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2007-05",,,,,,,,,"0","2,S","0","2,S","0","4,S","27","4,S","27","4,S","70","2,S,01,",,,"117","4,S,14,+",,,,,,,"93.5","6,S","111.9","4,,,S","75.1","2,,,S"
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2007-06",,,,,,,,,"0","4,S","0","4,S","0","3,S","27","3,S","27","3,S","68","4,S,19,",,,"122","3,S,10,",,,,,,,"93.6","6,S","108.0","3,,,S","79.2","4,,,S"
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2007-07",,,"692","5,S",,,,,"0","2,S","0","2,S","0","3,S","28","3,S","28","3,S","71","2,S,16,",,,"108","3,S,27,+","0","S","0","3,S",,,"91.6","5,S","104.0","3,,,S","79.2","2,,,S"
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2007-08",,,,,,,,,"0","4,S","0","4,S","0","4,S","27","4,S","27","4,S","72","4,S,20,",,,"108","4,S,02,",,,,,,,"89.9","7,S","102.8","4,,,S","77.1","4,,,S"
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2007-09",,,"699","1,S",,,,,"0","1,S","0","1,S","0",",S","30",",S","30",",S","63","1,S,29,",,,"109",",S,22,+",,,"0",",S",,,"89.1","1,S","103.7",",,,S","74.6","1,,,S"
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2007-10",,,,,,,,,"0","3,S","0","3,S","0","4,S","27","4,S","26","4,S","55","3,S,30,+",,,"107","4,S,01,",,,,,,,"80.0","7,S","100.7","4,,,S","59.2","3,,,S"
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2007-11",,,"207","4,S",,,,,"0","1,S","0","1,S","0","3,S","27","3,S","22","3,S","46","1,S,20,",,,"101","3,S,06,",,,"0","3,S",,,"72.8","4,S","93.5","3,,,S","52.1","1,,,S"
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2007-12",,,"0","3,S",,,,,"0","2,S","0","2,S","0","2,S","28","2,S","0","2,S","33","2,S,31,",,,"85","2,S,09,",,,"160","2,S",,,"59.2","3,S","77.5","2,,,S","40.9","2,,,S"
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2008-01","0","S","0","3,S",,,,,"0","3,S","9","3,S","0",",S","22",",S","0",",S","27","3,S,22,",,,"78",",S,30,+",,,"296",",S",,,"54.4","3,S","71.9",",,,S","36.9","3,,,S"
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2008-02",,,,,,,,,,,,,"0","4,S","21","4,S","5","4,S",,,,,"102","4,S,29,",,,,,,,,,"81.4","4,,,S",,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2008-05",,,"795","4,S",,,,,"0","3,S","0","3,S","0","2,S","29","2,S","29","2,S","66","3,S,10,",,,"119","2,S,17,",,,"0","2,S",,,"94.4","4,S","114.3","2,,,S","74.5","3,,,S"
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2008-06",,,"799","2,S",,,,,"0",",S","0",",S","0","2,S","28","2,S","28","2,S","74",",S,03,",,,"112","2,S,01,",,,"0","2,S",,,"93.5","2,S","107.5","2,,,S","79.5",",,,S"
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2008-07",,,"747","3,S",,,,,"0","1,S","0","1,S","0","2,S","29","2,S","29","2,S","72","1,S,29,",,,"111","2,S,07,","0","S","0","2,S",,,"91.9","3,S","105.7","2,,,S","78.0","1,,,S"
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2008-08",,,,,,,,,"0",",S","0",",S",,,,,,,"71",",S,31,+",,,,,,,,,,,,,,,"73.6",",,,S"
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2008-09",,,,,,,,,"0",",S","0",",S",,,,,,,"68",",S,30,+",,,,,,,,,,,,,,,"71.1",",,,S"
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2008-10",,,"515","2,S",,,,,"0",",S","0",",S","0","2,S","29","2,S","29","2,S","54",",S,27,",,,"110","2,S,04,",,,"0","2,S",,,"82.8","2,S","102.7","2,,,S","62.8",",,,S"
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2008-11",,,"128","5,S",,,,,"0","3,S","0","3,S","0","3,S","27","3,S","10","3,S","38","3,S,25,",,,"101","3,S,01,",,,"17","3,S",,,"69.2","5,S","90.1","3,,,S","48.4","3,,,S"
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2008-12",,,,,,,,,"0","5,S","0","5,S","0","4,S","24","4,S","0","4,S","39","5,S,11,",,,"88","4,S,03,",,,,,,,"61.1","6,S","74.8","4,,,S","47.4","5,,,S"
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2009-01",,,,,,,,,"0","2,S","0","2,S","0","5,S","23","5,S","0","5,S","43","2,S,19,",,,"82","5,S,29,",,,,,,,"60.9","7,S","73.8","5,,,S","48.1","2,,,S"
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2009-02",,,,,"2","2,S","0","2,S","0","3,S","0","3,S","0","5,S","23","5,S","4","5,S","46","3,S,08,+","0.04","2,,S,10,","93","5,S,28,",,,,,"0.06","2,,,S","68.9","7,S","84.5","5,,,S","53.3","3,,,S"
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2009-03",,,"345","5,S","1","3,S","1","3,S","0","5,S","0","5,S","0",",S","31",",S","29",",S","53","5,S,10,","0.16","3,,S,30,","106",",S,01,",,,"0",",S","0.16","3,,,S","78.2","5,S","96.0",",,,S","60.3","5,,,S"
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2009-05",,,"852","4,S","0",",S","0",",S","0","2,S","0","2,S","0","2,S","29","2,S","29","2,S","72","2,S,07,","0.00",",,S,31,+","120","2,S,29,+",,,"0","2,S","0.00",",,,S","96.5","4,S","114.8","2,,,S","78.2","2,,,S"
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2009-07",,,,,"4","2,S","3","2,S",,,,,,,,,,,,,"1.14","2,,S,25,",,,,,,,"2.38","2,,,S",,,,,,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2009-08",,,,,"1","2,S","0","2,S",,,,,"0","1,S","30","1,S","29","1,S",,,"0.08","2,,S,31,","108","1,S,01,",,,,,"0.08","2,,,S",,,"103.4","1,,,S",,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2009-09",,,,,"0","3,S","0","3,S",,,,,,,,,,,,,"0.00","3,,S,30,+",,,,,,,"0.00","3,,,S",,,,,,
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2009-10",,,"477","3,S","0",",S","0",",S","0","2,S","0","2,S","0","1,S","30","1,S","30","1,S","56","2,S,31,+","0.00",",,S,31,+","108","1,S,02,",,,"0","1,S","0.00",",,,S","82.2","3,S","100.0","1,,,S","64.3","2,,,S"
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2009-11",,,,,"0","2,S","0","2,S","0","5,S","0","5,S","0","3,S","27","3,S","9","3,S","46","5,S,22,","0.00","2,,S,30,+","104","3,S,01,",,,,,"0.00","2,,,S","71.0","8,S","88.4","3,,,S","53.6","5,,,S"
"PKM00041749","NAWABSHAH, PK","26.219","68.39","28.3","2009-12",,,,,"1","1,S","0","1,S","0","3,S","0","3,S","0","3,S","28","3,S","0","3,S","42","3,S,08,","0.08","1,,S,15,","83","3,S,25,",,,,,"0.08","1,,,S","63.4","6,S","79.1","3,,,S","47.6","3,,,S"
